Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,URL,WikiWordCount,external_urls,followers,genres,popularity
50,7.562750921,Don and Juan,What's Your Name,1962,323853,https://en.wikipedia.org/wiki/Don_and_Juan,200.0,https://open.spotify.com/artist/7gArjmSS1gJuofpu4vHtCI,254.0,doo-wop,26.0
51,7.464550900000001,The Corsairs,Smoky Places,1962,38068,https://en.wikipedia.org/wiki/The_Corsairs,240.0,https://open.spotify.com/artist/5kj1p126UHXHCDl9SgG7W7,113.0,doo-wop,11.0
53,7.277428145,Booker T. and The M.G.'s,Green Onions,1962,41562698,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,3484.0,https://open.spotify.com/artist/2vDV0T8sxx2ENnKXds75e5,62586.0,blues|brill building pop|british blues|chicago blues|chicago soul|classic funk rock|classic rock|deep funk|funk|jazz blues|memphis blues|memphis soul|new orleans blues|rock-and-roll|soul|soul blues|soul christmas|southern soul|traditional blues,59.0
72,5.9451190039999995,Booker T. and The M.G.'s,Groovin',1967,387938,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,3484.0,https://open.spotify.com/artist/2vDV0T8sxx2ENnKXds75e5,62586.0,blues|brill building pop|british blues|chicago blues|chicago soul|classic funk rock|classic rock|deep funk|funk|jazz blues|memphis blues|memphis soul|new orleans blues|rock-and-roll|soul|soul blues|soul christmas|southern soul|traditional blues,59.0
63,6.49284802,Booker T. and The M.G.'s,Time Is Tight,1969,1830732,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,3484.0,https://open.spotify.com/artist/2vDV0T8sxx2ENnKXds75e5,62586.0,blues|brill building pop|british blues|chicago blues|chicago soul|classic funk rock|classic rock|deep funk|funk|jazz blues|memphis blues|memphis soul|new orleans blues|rock-and-roll|soul|soul blues|soul christmas|southern soul|traditional blues,59.0
90,5.130975533,Booker T. and The M.G.'s,Hang 'Em High,1969,277978,https://en.wikipedia.org/wiki/Booker_T._%26_the_M.G.%27s,3484.0,https://open.spotify.com/artist/2vDV0T8sxx2ENnKXds75e5,62586.0,blues|brill building pop|british blues|chicago blues|chicago soul|classic funk rock|classic rock|deep funk|funk|jazz blues|memphis blues|memphis soul|new orleans blues|rock-and-roll|soul|soul blues|soul christmas|southern soul|traditional blues,59.0
55,7.101672245,Frankie Valli and The Four Seasons,Sherry,1962,19154727,https://en.wikipedia.org/wiki/The_Four_Seasons_(band),4256.0,https://open.spotify.com/artist/6mcrZQmgzFGRWf7C0SObou,157449.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|motown|rock-and-roll,67.0
24,12.27610461,Frankie Valli and The Four Seasons,Walk Like A Man,1963,9797062,https://en.wikipedia.org/wiki/The_Four_Seasons_(band),4256.0,https://open.spotify.com/artist/6mcrZQmgzFGRWf7C0SObou,157449.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|motown|rock-and-roll,67.0
56,7.017717833,Joanie Sommers,Johnny Get Angry,1962,186619,https://en.wikipedia.org/wiki/Joanie_Sommers,1067.0,https://open.spotify.com/artist/64ZUngtVBOg6z3kKagoZhU,640.0,,25.0
59,6.780124557000001,"Dave ""Baby"" Cortez",Rinky Dink,1962,309260,https://en.wikipedia.org/wiki/Dave_%22Baby%22_Cortez,452.0,https://open.spotify.com/artist/7fGPj0sGEcZACQTUVbz3NY,537.0,,26.0
60,6.7053302839999995,Henry Mancini,Moon River,1962,2813365,https://en.wikipedia.org/wiki/Henry_Mancini,2486.0,https://open.spotify.com/artist/2EExdpjU4SK3xnJHO5paJf,51803.0,adult standards|cabaret|christmas|easy listening|exotica|lounge|soundtrack|vocal jazz,58.0
48,7.769280177000001,Henry Mancini,Days Of Wine and Roses,1963,286425,https://en.wikipedia.org/wiki/Henry_Mancini,2486.0,https://open.spotify.com/artist/2EExdpjU4SK3xnJHO5paJf,51803.0,adult standards|cabaret|christmas|easy listening|exotica|lounge|soundtrack|vocal jazz,58.0
61,6.632577127,Ray Stevens,Ahab The Arab,1962,194946,https://en.wikipedia.org/wiki/Ray_Stevens,2640.0,https://open.spotify.com/artist/7MpUvihmfilIxyN20kXwQj,17723.0,bubblegum pop|comic|country|country christmas|nashville sound|traditional country,43.0
61,6.632577127,Ray Stevens,Gitarzan,1969,115612,https://en.wikipedia.org/wiki/Ray_Stevens,2640.0,https://open.spotify.com/artist/7MpUvihmfilIxyN20kXwQj,17723.0,bubblegum pop|comic|country|country christmas|nashville sound|traditional country,43.0
63,6.49284802,Gene Pitney,(The Man Who Shot) Liberty Valance,1962,782084,https://en.wikipedia.org/wiki/Gene_Pitney,2010.0,https://open.spotify.com/artist/3ap1NzHNV9QA1x1V6z3gSe,31050.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|mellow gold|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,51.0
97,4.883493965,Gene Pitney,Town Without Pity,1962,1116175,https://en.wikipedia.org/wiki/Gene_Pitney,2010.0,https://open.spotify.com/artist/3ap1NzHNV9QA1x1V6z3gSe,31050.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|mellow gold|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,51.0
27,11.35794904,Gene Pitney,It Hurts to Be in Love,1964,167640,https://en.wikipedia.org/wiki/Gene_Pitney,2010.0,https://open.spotify.com/artist/3ap1NzHNV9QA1x1V6z3gSe,31050.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|lounge|mellow gold|merseybeat|motown|nashville sound|rock-and-roll|rockabilly,51.0
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,https://en.wikipedia.org/wiki/Joe_Henderson,1173.0,https://open.spotify.com/artist/3BG0nwVh3Gc7cuT4XdsLtt,24058.0,avant-garde jazz|bebop|big band|contemporary jazz|contemporary post-bop|cool jazz|free jazz|hard bop|jazz|jazz blues|jazz funk|jazz fusion|soul jazz|stride|vocal jazz,45.0
68,6.173680038,Chris Montez,Let's Dance,1962,2039928,https://en.wikipedia.org/wiki/Chris_Montez,1050.0,https://open.spotify.com/artist/0QRgfCLzSR9GyCjXboWQTA,4991.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,46.0
94,4.985808764,Chris Montez,The More I See You,1966,1293165,https://en.wikipedia.org/wiki/Chris_Montez,1050.0,https://open.spotify.com/artist/0QRgfCLzSR9GyCjXboWQTA,4991.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|folk rock|merseybeat|rock-and-roll|rockabilly,46.0
69,6.114481004,Johnny Crawford,Cindy's Birthday,1962,97730,https://en.wikipedia.org/wiki/Johnny_Crawford,1048.0,https://open.spotify.com/artist/48QdHdRanCXdBt6lygsDES,726.0,,22.0
71,6.000251992999999,Barbara Lynn,You'll Lose A Good Thing,1962,1657027,https://en.wikipedia.org/wiki/Barbara_Lynn,714.0,https://open.spotify.com/artist/2wQyX5625x6IGls8zLLHMB,8960.0,brill building pop|chicago soul|jazz blues|memphis soul|motown|new orleans blues|northern soul|soul|soul blues|southern soul,43.0
72,5.9451190039999995,The Crystals,Uptown,1962,374691,https://en.wikipedia.org/wiki/The_Crystals,1856.0,https://open.spotify.com/artist/7rewR1TVjhisjI6gauUamf,27866.0,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|folk rock|girl group|merseybeat|motown|rock-and-roll|rockabilly,57.0
56,7.017717833,The Crystals,Da Doo Ron Ron,1963,6562159,https://en.wikipedia.org/wiki/The_Crystals,1856.0,https://open.spotify.com/artist/7rewR1TVjhisjI6gauUamf,27866.0,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|folk rock|girl group|merseybeat|motown|rock-and-roll|rockabilly,57.0
68,6.173680038,The Crystals,Then He Kissed Me,1963,18884086,https://en.wikipedia.org/wiki/The_Crystals,1856.0,https://open.spotify.com/artist/7rewR1TVjhisjI6gauUamf,27866.0,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|folk rock|girl group|merseybeat|motown|rock-and-roll|rockabilly,57.0
74,5.838577711,Dickey Lee,Patches,1962,22266,https://en.wikipedia.org/wiki/Dickey_Lee,457.0,https://open.spotify.com/artist/34Ym7wEA9olyXIQ5eRAZjq,843.0,country christmas,26.0
71,6.000251992999999,Dickey Lee,Laurie (Strange Things Happen),1965,18958,https://en.wikipedia.org/wiki/Dickey_Lee,457.0,https://open.spotify.com/artist/34Ym7wEA9olyXIQ5eRAZjq,843.0,country christmas,26.0
79,5.59198657,Larry Finnegan,Dear One,1962,305231,https://en.wikipedia.org/wiki/Larry_Finnegan,186.0,https://open.spotify.com/artist/5PVlrxc9rQMfzZACGYv2Ns,838.0,,20.0
80,5.545754095,James Darren,Her Royal Majesty,1962,23916,https://en.wikipedia.org/wiki/James_Darren,1299.0,https://open.spotify.com/artist/1aRdnBeUqTNY9zdBzOrkvJ,1835.0,adult standards|brill building pop|christmas|lounge,31.0
81,5.500471104,Walter Brennan,Old Rivers,1962,64810,https://en.wikipedia.org/wiki/Walter_Brennan,1896.0,https://open.spotify.com/artist/14VbTTVRZW6DtcaFU4cPO8,499.0,cowboy western,22.0
83,5.412631479,Billy Vaughn,A Swingin' Safari,1962,390073,https://en.wikipedia.org/wiki/Billy_Vaughn,715.0,https://open.spotify.com/artist/6ZzOIAEw7joAghyA80c6D0,8058.0,adult standards|ballroom|christmas|easy listening|lounge|romantico,50.0
87,5.247075258,Billy Joe and The Checkmates,Percolator (Twist),1962,21213,https://en.wikipedia.org/wiki/Lew_Bedell,818.0,https://open.spotify.com/artist/7oiJO2QWnUdEyZdkYmIu3z,22.0,,7.0
89,5.168953147,Jimmy Soul,Twistin' Matilda,1962,27425,https://en.wikipedia.org/wiki/Jimmy_Soul,338.0,https://open.spotify.com/artist/7k4MYPtpz3fAViMuuLi9ry,1768.0,brill building pop|bubblegum pop,35.0
35,9.570069477999999,Jimmy Soul,If You Wanna Be HappyIf You Wanna Be Happy,1963,2485964,https://en.wikipedia.org/wiki/Jimmy_Soul,338.0,https://open.spotify.com/artist/7k4MYPtpz3fAViMuuLi9ry,1768.0,brill building pop|bubblegum pop,35.0
91,5.093692001,Jimmy Smith,Walk On The Wild Side,1962,414693,https://en.wikipedia.org/wiki/Jimmy_Smith_(musician),1305.0,https://open.spotify.com/artist/5GXruybcLmXPjR9rKKFyS6,26929.0,bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz blues|jazz christmas|jazz funk|jazz fusion|memphis soul|new orleans blues|soul jazz|stride|vocal jazz,51.0
92,5.057082445,King Curtis,Soul Twist,1962,36437,https://en.wikipedia.org/wiki/King_Curtis,1142.0,https://open.spotify.com/artist/0WxOgeRxUt0MwPrI7A5atQ,10482.0,blues|chicago soul|jazz blues|jazz christmas|memphis blues|memphis soul|new orleans blues|soul|soul blues|soul christmas|soul jazz|southern soul,45.0
94,4.985808764,The Ikettes,I'm Blue (The Gong-Gong Song),1962,430899,https://en.wikipedia.org/wiki/The_Ikettes,1813.0,https://open.spotify.com/artist/4vNCmeT4klWtM1xgF0oohu,946.0,brill building pop|chicago soul|motown,24.0
95,4.9511082360000005,The Kingston Trio,Where Have All The Flowers Gone?,1962,639742,https://en.wikipedia.org/wiki/The_Kingston_Trio,6161.0,https://open.spotify.com/artist/3qtcbDvdIgQOXkPbtRvBaQ,17521.0,brill building pop|bubblegum pop|christmas|cowboy western|folk|folk christmas|folk rock|nashville sound|traditional folk,43.0
98,4.850547815,"Peter, Paul and Mary",If I Had A Hammer,1962,650774,"https://en.wikipedia.org/wiki/Peter,_Paul_and_Mary",1386.0,https://open.spotify.com/artist/6yrBBtqX2gKCHCrZOYBDrB,94676.0,brill building pop|bubblegum pop|folk|folk christmas|folk rock|mellow gold|singer-songwriter|soft rock|traditional folk,57.0
16,16.04282372,"Peter, Paul and Mary","Puff, The Magic Dragon",1963,7184102,"https://en.wikipedia.org/wiki/Peter,_Paul_and_Mary",1386.0,https://open.spotify.com/artist/6yrBBtqX2gKCHCrZOYBDrB,94676.0,brill building pop|bubblegum pop|folk|folk christmas|folk rock|mellow gold|singer-songwriter|soft rock|traditional folk,57.0
17,15.41358678,"Peter, Paul and Mary",Blowin' In The Wind,1963,2388954,"https://en.wikipedia.org/wiki/Peter,_Paul_and_Mary",1386.0,https://open.spotify.com/artist/6yrBBtqX2gKCHCrZOYBDrB,94676.0,brill building pop|bubblegum pop|folk|folk christmas|folk rock|mellow gold|singer-songwriter|soft rock|traditional folk,57.0
91,5.093692001,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967,551673,"https://en.wikipedia.org/wiki/Peter,_Paul_and_Mary",1386.0,https://open.spotify.com/artist/6yrBBtqX2gKCHCrZOYBDrB,94676.0,brill building pop|bubblegum pop|folk|folk christmas|folk rock|mellow gold|singer-songwriter|soft rock|traditional folk,57.0
99,4.818155049,Ronnie and The Hi-lites,I Wish That We Were Married,1962,11986,https://en.wikipedia.org/wiki/Ronnie_%26_the_Hi-Lites,265.0,https://open.spotify.com/artist/64NBWzoBYRleutVJjDfpkT,19.0,,4.0
100,4.786300923,The Beach Boys,Surfin' Safari,1962,6351035,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
2,63.2878297,The Beach Boys,Surfin' U.S.A.,1963,40283487,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
36,9.393779234,The Beach Boys,Surfer Girl,1963,6457598,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
97,4.883493965,The Beach Boys,Shut Down,1963,1066953,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
5,34.56844127,The Beach Boys,I Get Around,1964,36498083,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
11,20.54380234,The Beach Boys,"Help Me, Rhonda",1965,5635326,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
49,7.664266317999999,The Beach Boys,California Girls,1965,15339865,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
33,9.949031357,The Beach Boys,Good Vibrations,1966,80929159,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
61,6.632577127,The Beach Boys,Sloop John B,1966,17048533,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
79,5.59198657,The Beach Boys,Barbara Ann,1966,11933298,https://en.wikipedia.org/wiki/The_Beach_Boys,15103.0,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,916992.0,brill building pop|classic rock|folk rock|mellow gold|pop christmas|psychedelic rock|rock|singer-songwriter|soft rock,77.0
1,100.0,Jimmy Gilmer and The Fireballs,Sugar Shack,1963,226227,https://en.wikipedia.org/wiki/The_Fireballs,673.0,https://open.spotify.com/artist/2FIdQw5j2RpoSKSg3siOmy,55.0,,23.0
3,48.42838339,Skeeter Davis,The End Of The World,1963,9808917,https://en.wikipedia.org/wiki/Skeeter_Davis,1796.0,https://open.spotify.com/artist/5b2OzvLaL6nyxw5pbVbSdy,14214.0,brill building pop|country christmas|country gospel|cowboy western|nashville sound|rock-and-roll|traditional country,49.0
43,8.35431448,Skeeter Davis,I Can't Stay Mad at You,1963,283035,https://en.wikipedia.org/wiki/Skeeter_Davis,1796.0,https://open.spotify.com/artist/5b2OzvLaL6nyxw5pbVbSdy,14214.0,brill building pop|country christmas|country gospel|cowboy western|nashville sound|rock-and-roll|traditional country,49.0
4,40.05349388,The Cascades,Rhythm Of The Rain,1963,3825570,https://en.wikipedia.org/wiki/The_Cascades_(band),651.0,https://open.spotify.com/artist/6qF0CJP412Gd50Rn1sFg2o,10722.0,adult standards|brill building pop|bubblegum pop|christmas|doo-wop|merseybeat|rock-and-roll,48.0
5,34.56844127,The Chiffons,He's So Fine,1963,4300451,https://en.wikipedia.org/wiki/The_Chiffons,993.0,https://open.spotify.com/artist/05sIdEkXAYDbDDdv3T56Oj,17916.0,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|girl group|merseybeat|motown|northern soul|rock-and-roll,52.0
98,4.850547815,The Chiffons,One Fine Day,1963,12190738,https://en.wikipedia.org/wiki/The_Chiffons,993.0,https://open.spotify.com/artist/05sIdEkXAYDbDDdv3T56Oj,17916.0,adult standards|brill building pop|bubblegum pop|chicago soul|doo-wop|girl group|merseybeat|motown|northern soul|rock-and-roll,52.0
7,27.68441135,Paul and Paula,Hey Paula,1963,2224593,https://en.wikipedia.org/wiki/Paul_%26_Paula,506.0,https://open.spotify.com/artist/2pycVt1qR9u8bKdb4oLI98,1425.0,brill building pop,33.0
8,25.34898699,Stevie Wonder,Fingertips,1963,3255889,https://en.wikipedia.org/wiki/Stevie_Wonder,4980.0,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,1821274.0,classic funk rock|funk|funk rock|motown|quiet storm|soft rock|soul|soul christmas,81.0
59,6.780124557000001,Stevie Wonder,Uptight (Everything's Alright),1966,37974338,https://en.wikipedia.org/wiki/Stevie_Wonder,4980.0,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,1821274.0,classic funk rock|funk|funk rock|motown|quiet storm|soft rock|soul|soul christmas,81.0
14,17.52086311,Stevie Wonder,I Was Made To Love Her,1967,11938162,https://en.wikipedia.org/wiki/Stevie_Wonder,4980.0,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,1821274.0,classic funk rock|funk|funk rock|motown|quiet storm|soft rock|soul|soul christmas,81.0
75,5.787081067999999,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968,1800414,https://en.wikipedia.org/wiki/Stevie_Wonder,4980.0,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,1821274.0,classic funk rock|funk|funk rock|motown|quiet storm|soft rock|soul|soul christmas,81.0
32,10.15315495,Stevie Wonder,My Cherie Amour,1969,15409195,https://en.wikipedia.org/wiki/Stevie_Wonder,4980.0,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,1821274.0,classic funk rock|funk|funk rock|motown|quiet storm|soft rock|soul|soul christmas,81.0
9,23.45308318,The Village Stompers,Washington Square,1963,248436,https://en.wikipedia.org/wiki/The_Village_Stompers,216.0,https://open.spotify.com/artist/052sD9jNgGqNAKlYmCAiD8,811.0,,26.0
10,21.87761624,The Impressions,It's All Right,1963,2590697,https://en.wikipedia.org/wiki/The_Impressions,2033.0,https://open.spotify.com/artist/1b1N51wmSK0ckxFAMPSSHO,56679.0,brill building pop|chicago soul|classic funk rock|deep funk|disco|funk|funk rock|jazz blues|jazz christmas|memphis blues|memphis soul|motown|new orleans blues|northern soul|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,55.0
56,7.017717833,The Impressions,Keep On Pushing,1964,1556196,https://en.wikipedia.org/wiki/The_Impressions,2033.0,https://open.spotify.com/artist/1b1N51wmSK0ckxFAMPSSHO,56679.0,brill building pop|chicago soul|classic funk rock|deep funk|disco|funk|funk rock|jazz blues|jazz christmas|memphis blues|memphis soul|motown|new orleans blues|northern soul|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,55.0
80,5.545754095,The Impressions,I'm So Proud,1964,1969494,https://en.wikipedia.org/wiki/The_Impressions,2033.0,https://open.spotify.com/artist/1b1N51wmSK0ckxFAMPSSHO,56679.0,brill building pop|chicago soul|classic funk rock|deep funk|disco|funk|funk rock|jazz blues|jazz christmas|memphis blues|memphis soul|motown|new orleans blues|northern soul|quiet storm|rock-and-roll|soul|soul blues|soul christmas|southern soul,55.0
12,19.39725958,The Angels,My Boyfriend's Back,1963,1872402,https://en.wikipedia.org/wiki/The_Angels_(American_group),812.0,https://open.spotify.com/artist/0VNWuGf8SMVU2AerpdhMbP,105506.0,alternative rock|blues-rock|freak folk|garage psych|garage rock|modern blues|modern rock|neo-psychedelic|noise pop|punk blues|space rock,58.0
